DATETIME,WORKINGGROUP,INPUT_FORMAT_SHORT,INPUT_FORMAT_DESC,INPUT_PROJECT,N_TASKS,N_FILES
2017-05-28,,EVNT,,mc16_13TeV,1,2
2017-07-02,,DAOD,IDNCB,data17_13TeV,1,1
2017-09-17,det-indet,HITS,,mc15_13TeV,6,12
2017-06-11,,RAW,,data12_8TeV,1,1
2017-09-03,det-ibl,DRAW,ZMUMU,data16_13TeV,30,30
2017-07-30,,DRAW,,mc15_valid,50,1000
2017-07-30,phys-higgs,EVNT,,mc15_13TeV,39,60
2017-07-30,,DAOD,MUON,mc15_13TeV,4,53
2017-07-30,phys-higgs,DAOD,HIGGD,data17_13TeV,39,39
2017-08-13,,DAOD,SUSY,mc15_13TeV,5889,8204
2017-08-20,,DAOD,TAUP,mc16_13TeV,102,202
2017-08-06,,DAOD,HION,data16_hip8TeV,34,34
2017-08-13,,DAOD,JETM,mc16_13TeV,34,64
2017-08-13,,DAOD,HION,data15_hi,172,337
2017-08-13,,DAOD,TAUP,mc15_13TeV,10,104
2017-08-13,,DAOD,TAUP,data15_13TeV,184,184
2017-08-13,phys-exotics,DAOD,EXOT,data17_13TeV,58,58
2017-08-13,,DAOD,RPVLL,data16_13TeV,57,57
2017-09-03,,DAOD,JETM,mc15_13TeV,371,576
2017-08-20,,DAOD,TOPQ,data15_13TeV,257,915
2017-09-03,,ESD,,mc15_13TeV,2,2
2017-08-20,,DAOD,IDTIDE,mc16_13TeV,26,47
2017-08-13,,DAOD,IDTIDE,mc16_13TeV,5,8
2017-08-20,,RDO,,mc15_13TeV,50,50
2017-08-20,,DAOD,HION,data15_hi,348,348
2017-08-20,perf-muons,AOD,,mc15_14TeV,8,8
2017-08-20,,DAOD,IDTIDE,data17_13TeV,29,29
2017-08-20,,DAOD,STDM,data16_13TeV,493,1074
2017-08-20,,DAOD,BPHY,data15_13TeV,211,211
2017-08-20,,DAOD,HIGGD,data15_13TeV,426,970
2017-08-20,,,,data14_cos,182,182
2017-08-27,,DAOD,RPVLL,mc15_13TeV,40,40
2017-08-20,,ESD,,data17_13TeV,7,7
2017-08-27,,NTUP,COMMON,data12_8TeV,10,319
2017-08-20,,DAOD,TOPQ,data16_13TeV,411,1778
2017-08-20,,DAOD,IDTIDE,data16_13TeV,196,198
2017-08-27,,DAOD,HIGGD,data17_13TeV,208,208
2017-08-27,,DAOD,RPVLL,data16_13TeV,105,286
2017-09-10,,AOD,,mc15_13TeV,130,373
2017-08-27,,DAOD,EXOT,mc16_13TeV,120,214
2017-08-27,,DAOD,EGAM,data17_13TeV,407,407
2017-08-27,phys-top,DAOD,TOPQ,mc15_13TeV,86,92
2017-09-17,,DAOD,TOPQ,data15_13TeV,49,559
2017-10-01,,DAOD,EXOT,data16_13TeV,1284,5427
2017-08-27,,DESDM,MCP,data17_13TeV,8,8
2017-09-03,,DAOD,EGAM,data17_13TeV,511,511
2017-09-03,,ESD,,data17_13TeV,15,15
2017-09-03,,DAOD,JETM,data15_13TeV,88,88
2017-09-03,perf-jets,DESDM,MCP,data17_13TeV,1,1
2017-09-03,,TXT,,mc15_13TeV,39,246
2017-09-03,,DAOD,EGAM,data15_13TeV,65,65
2017-09-03,,DAOD,FTAG,data15_13TeV,64,64
2017-09-03,perf-idtracking,DAOD,FTAG,mc15_13TeV,14,20
2017-09-10,,DAOD,HION,data15_hi,205,205
2017-09-17,,DAOD,TOPQ,mc15_13TeV,680,1247
2017-09-10,,DAOD,IDTIDE,mc16_13TeV,18,19
2017-09-17,,DAOD,EXOT,data16_13TeV,704,1362
2017-09-10,,DAOD,IDPIXLUMI,data17_13TeV,2,2
2017-09-10,,DAOD,JETM,data15_13TeV,66,238
2017-09-10,,DAOD,TAUP,data15_13TeV,74,74
2017-09-10,perf-egamma,DAOD,STDM,mc15_13TeV,19,20
2017-09-17,,DAOD,STDM,mc15_13TeV,341,1342
2017-09-17,,DAOD,JETM,data17_13TeV,500,502
2017-09-17,,ESD,,mc15_14TeV,4,4
2017-10-15,,DAOD,TRUTH,mc15_13TeV,554,693
2017-09-17,trig-daq,,,data17_13TeV,109,109
2017-09-24,,DAOD,EXOT,mc15_13TeV,1472,2097
2017-09-17,,DAOD,STDM,mc16_13TeV,3,6
2017-10-01,,DAOD,FTAG,data16_13TeV,188,343
2017-09-24,,DAOD,STDM,data16_13TeV,843,1736
2017-10-01,,AOD,,mc16_13TeV,94,120
2017-09-24,,DAOD,JETM,data17_13TeV,343,343
2017-09-24,trig-daq,,,data17_13TeV,100,100
2017-09-24,,DAOD,JETM,data15_13TeV,1,1
2017-09-24,,DAOD,FTAG,data16_13TeV,335,800
2017-09-24,,AOD,,mc15_5TeV,24,34
2017-10-01,,DAOD,SUSY,data16_13TeV,442,3883
2017-10-01,,DAOD,EXOT,mc16_13TeV,171,322
2017-10-01,,AOD,,data16_13TeV,21,357
2017-09-24,,AOD,,data15_13TeV,9,50
2017-11-05,,DAOD,EXOT,mc15_13TeV,685,878
2017-10-01,,DESDM,TILEMU,data17_13TeV,1,1
2017-10-01,,DAOD,JETM,data16_13TeV,806,1152
2017-10-01,det-ibl,DRAW,ZMUMU,data17_13TeV,13,13
2017-10-22,,AOD,,data16_13TeV,29,29
2017-10-08,,ESD,,mc15_14TeV,8,18
2017-10-01,,RDO,,mc15_13TeV,41,41
2017-10-01,,DAOD,STDM,data16_13TeV,364,420
2017-10-08,,DAOD,SUSY,data15_13TeV,227,1136
2017-10-01,,DAOD,TOPQ,data15_13TeV,110,735
2017-10-01,,ESD,,mc15_13TeV,47,217
2017-10-22,,DAOD,FTAG,mc16_13TeV,52,88
2017-10-15,,NTUP,COMMON,mc12_8TeV,7,80
2017-10-22,,DAOD,HIGGD,data15_13TeV,175,918
2017-10-08,phys-higgs,EVNT,,mc16_13TeV,1,2
2017-07-30,,DAOD,MUON,data17_13TeV,34,67
2017-08-06,,DAOD,HION,mc15_5TeV,9,12
2017-08-06,perf-jets,DESDM,MCP,data17_13TeV,1,1
2017-08-27,,DAOD,HION,data16_hip8TeV,4,4
2017-08-20,,DAOD,IDTR,mc16_13TeV,1,2
2017-08-27,,AOD,,mc15_pPb8TeV,12,12
2017-09-03,,DESDM,RPVLL,data15_13TeV,60,60
2017-09-17,phys-exotics,AOD,,data16_13TeV,19,19
2017-09-17,,DAOD,BPHY,data15_13TeV,3,3
2017-09-17,phys-higgs,DAOD,TRUTH,mc15_13TeV,60,63
2017-10-22,,DAOD,JETM,data16_13TeV,1548,2456
2017-10-08,,DESDM,RPVLL,data15_13TeV,1,20
2017-08-20,phys-exotics,DAOD,EXOT,data15_13TeV,2,24
2017-08-20,,RAW,,data17_13TeV,8,8
2017-08-27,,AOD,,mc12_8TeV,4,17
2017-09-10,phys-higgs,DAOD,HIGGD,data15_13TeV,2,2
2017-09-10,,DAOD,IDNCB,data17_13TeV,3,3
2017-10-29,,DAOD,HION,data15_hi,202,202
2017-09-24,phys-gener,EVNT,,mc15_13TeV,2,2
2017-10-15,perf-tau,AOD,,mc15_14TeV,21,21
2017-10-08,,DAOD,BCID,data17_13TeV,11,11
2017-07-30,phys-higgs,DAOD,TOPQ,data16_13TeV,10,150
2017-07-30,,ESD,,data17_13TeV,10,10
2017-08-20,,DAOD,MUON,mc15_13TeV,5,45
2017-08-20,det-indet,RDO,,mc15_13TeV,6,6
2017-08-27,,RDO,,mc16_13TeV,3,3
2018-02-18,,DAOD,STDM,data16_13TeV,372,2316
2017-09-03,,HITS,,mc15_14TeV,13,15
2017-09-24,,DAOD,TAUP,mc15_13TeV,2,28
2017-10-08,,,,data17_13TeV,16,16
2017-09-24,,AOD,,mc11_7TeV,2,2
2017-09-24,,TXT,,mc15_13TeV,6,108
2017-10-22,,EVNT,,mc16_13TeV,29,52
2017-10-15,,AOD,,data16_13TeV,109,148
2017-10-08,,DAOD,MUON,data16_13TeV,3,3
2017-09-03,perf-muons,AOD,,mc15_14TeV,7,8
2017-10-08,det-indet,HITS,,mc15_13TeV,2,4
2017-09-24,perf-flavtag,AOD,,mc15_14TeV,5,7
2017-10-08,phys-higgs,DAOD,HIGGD,mc16_13TeV,4,7
2017-08-20,phys-sm,DAOD,HIGGD,data16_13TeV,1,174
2017-10-01,perf-flavtag,AOD,,mc15_14TeV,3,6
2017-08-13,,HITS,,mc15_13TeV,3,17
2017-10-29,,DAOD,TOPQ,data15_13TeV,110,1420
2017-10-08,,ESD,,data17_13TeV,7,7
2017-09-24,,DAOD,TAUP,mc16_13TeV,1,2
2017-09-24,,DAOD,EGAM,mc15_13TeV,2,22
2017-08-06,perf-muons,AOD,,mc15_13TeV,2,12
2017-08-27,,EVNT,,mc15_pPb8TeV,1,5
2017-10-15,perf-muons,DAOD,MUON,data17_13TeV,15,15
2017-09-03,,DRAW,ZMUMU,data16_13TeV,1,1
2017-09-17,,DAOD,ZMUMU,data16_13TeV,1,156
2017-08-20,,DAOD,MUON,mc16_13TeV,1,2
2017-09-03,,HITS,,mc16_13TeV,1,3
2017-10-08,perf-muons,AOD,,mc16_13TeV,3,3
2017-09-17,,DAOD,MUON,data16_13TeV,2,25
2017-08-13,,HITS,,mc16_13TeV,2,2
2017-07-30,,DAOD,MUON,data16_13TeV,1,155
2017-10-08,,AOD,,mc12_8TeV,2,4
2017-10-15,,DAOD,FTAG,data15_13TeV,248,248
2017-11-05,,DAOD,TOPQ,mc15_13TeV,1459,2340
2017-10-08,,ESD,,data16_13TeV,68,68
2017-10-08,phys-exotics,DAOD,EXOT,data16_13TeV,117,117
2017-10-15,phys-higgs,DAOD,HIGGD,data15_13TeV,70,70
2017-10-15,,DAOD,FTAG,data17_13TeV,32,389
2017-10-15,,DAOD,EGAM,data15_13TeV,716,716
2017-10-22,,DAOD,RPVLL,data16_13TeV,328,328
2017-10-22,,DAOD,SUSY,mc15_13TeV,1946,2588
2017-10-22,,DAOD,HIGGD,data17_13TeV,326,571
2017-10-22,,ESD,,data17_13TeV,100,100
2017-10-22,,DAOD,EGAM,data15_13TeV,196,196
2017-10-29,,DAOD,STDM,data16_13TeV,740,1344
2017-10-22,,DAOD,IDPIXLUMI,data16_13TeV,82,82
2017-10-29,,DAOD,HIGGD,data15_13TeV,788,1062
2017-10-29,,DAOD,EXOT,data16_13TeV,237,6285
2017-10-29,,DAOD,FTAG,data15_13TeV,306,306
2017-10-29,,DAOD,HIGGD,data17_13TeV,105,259
2017-10-29,det-muon,DESDM,TILEMU,data17_13TeV,20,20
2017-10-29,,AOD,,mc15_pPb8TeV,7,14
2017-11-05,phys-higgs,DAOD,HIGGD,mc15_13TeV,88,272
2017-11-05,,DAOD,HIGGD,data15_13TeV,608,789
2017-11-12,,DAOD,TOPQ,data16_13TeV,607,3901
2017-11-05,,EVNT,,mc15_13TeV,128,179
2017-11-05,,DAOD,TAUP,data17_13TeV,291,291
2017-11-05,,HITS,,mc16_13TeV,320,531
2017-11-05,,DAOD,EGAM,data17_13TeV,924,924
2017-11-05,,DAOD,FTAG,data15_13TeV,118,183
2017-11-05,,RDO,,mc15_13TeV,8,8
2017-11-05,,DAOD,IDTIDE,data17_13TeV,340,340
2017-11-12,,DAOD,STDM,data16_13TeV,989,1329
2017-11-19,,DAOD,EGAM,data16_13TeV,263,926
2017-11-19,,DAOD,EGAM,mc15_13TeV,67,299
2017-11-05,phys-exotics,DAOD,EXOT,data16_13TeV,122,122
2017-11-12,,DAOD,JETM,mc15_13TeV,252,306
2017-11-12,,DAOD,SUSY,data17_13TeV,241,448
2017-11-12,,DAOD,JETM,mc16_13TeV,269,536
2017-11-05,,DAOD,BPHY,mc15_13TeV,7,8
2017-11-12,,DAOD,SUSY,mc16_13TeV,167,199
2017-11-12,,DAOD,EXOT,data17_13TeV,227,227
2017-11-12,,DAOD,STDM,data15_13TeV,319,529
2017-11-12,,DAOD,TOPQ,mc16_13TeV,147,269
2017-11-19,,DAOD,EXOT,data16_13TeV,709,709
2017-11-12,,ESD,,data17_5TeV,11,11
2017-11-19,,DAOD,FTAG,mc16_13TeV,211,397
2017-11-19,,DAOD,EGAM,data17_13TeV,222,445
2017-11-19,,DAOD,RPVLL,data16_13TeV,102,281
2017-11-12,,DAOD,ONIAMUMU,data11_7TeV,20,230
2017-11-19,,DAOD,TRUTH,mc15_14TeV,113,268
2017-11-19,,DAOD,IDPIXLUMI,data17_13TeV,12,12
2017-11-19,,DAOD,ZMUMU,data16_13TeV,97,574
2017-11-19,,DAOD,SUSY,data15_13TeV,91,275
2017-11-19,,DAOD,SUSY,mc15_13TeV,948,1047
2017-11-26,,DAOD,STDM,data16_13TeV,526,526
2017-12-10,,DAOD,EXOT,data16_13TeV,850,1623
2017-11-26,,AOD,,data17_5TeV,209,209
2017-11-26,,DAOD,TRUTH,mc15_13TeV,252,332
2017-11-26,phys-higgs,EVNT,,mc16_13TeV,51,153
2017-12-03,,DAOD,TAUP,data16_13TeV,26,26
2017-12-03,,EVNT,,mc15_13TeV,100,164
2017-12-03,perf-jets,DAOD,JETM,mc16_13TeV,442,838
2017-11-26,,DAOD,BPHY,data16_13TeV,89,1207
2017-12-03,,DAOD,IDTIDE,data16_13TeV,362,362
2017-12-03,,DAOD,HIGGD,mc16_13TeV,190,322
2017-12-03,,DAOD,JETM,mc16_13TeV,462,647
2017-12-03,,DAOD,EGAM,mc16_13TeV,186,290
2017-12-03,,AOD,,mc15_valid,6,6
2017-12-03,,EVNT,,mc16_13TeV,71,151
2017-12-10,,,,data17_13TeV,2102,2102
2017-12-03,,DAOD,FTAG,mc16_13TeV,132,259
2017-12-03,phys-higgs,DAOD,HIGGD,data16_13TeV,200,200
2017-12-03,,DAOD,IDPIXLUMI,data17_13TeV,93,93
2017-12-03,perf-muons,DAOD,SUSY,data16_13TeV,30,534
2017-12-03,,DAOD,TAUP,mc15_13TeV,41,342
2017-12-10,,DAOD,STDM,data16_13TeV,444,836
2017-12-03,phys-exotics,DAOD,HIGGD,data17_13TeV,226,226
2018-04-29,,DAOD,EXOT,data15_13TeV,323,878
2017-12-10,,DAOD,STDM,data17_13TeV,389,389
2017-10-29,,DESDM,ZMUMU,data17_13TeV,1,1
2017-10-29,,DAOD,EGZ,data17_13TeV,4,4
2018-02-11,,NTUP,COMMON,mc12_8TeV,11,36
2017-10-29,,EVNT,,mc15_valid,4,4
2017-11-12,phys-higgs,DAOD,HIGGD,data17_13TeV,5,5
2017-11-12,,DAOD,SUSY,data15_13TeV,53,658
2018-01-28,,DAOD,IDPIXLUMI,data17_13TeV,5,5
2017-11-12,,DAOD,EGZ,data17_5TeV,9,9
2017-11-19,,DAOD,BPHY,data17_13TeV,9,9
2017-11-26,,DESDM,MCP,data17_13TeV,13,13
2017-11-26,,RDO,,mc16_13TeV,2,2
2017-12-03,,NTUP,COMMON,data12_8TeV,1,20
2017-11-26,,DAOD,EGAM,mc15_13TeV,11,85
2017-12-10,,DAOD,EGAM,mc15_13TeV,8,91
2017-12-24,,DAOD,STDM,data16_13TeV,31,369
2017-12-10,phys-exotics,DAOD,HIGGD,data16_13TeV,29,29
2017-12-10,,DAOD,EXOT,data15_13TeV,376,800
2017-12-10,,AOD,,mc15_14TeV,27,33
2017-12-10,,TXT,,mc15_13TeV,30,370
2017-10-22,det-ibl,DRAW,ZMUMU,data17_13TeV,6,6
2017-10-22,,DAOD,IDTIDE,mc16_13TeV,9,10
2017-11-05,,AOD,,data15_hi,1,1
2017-11-12,,ESD,,mc15_13TeV,26,26
2017-12-10,,AOD,,data16_hip8TeV,31,31
2017-12-10,,AOD,,data16_13TeV,16,54
2017-12-17,,DAOD,EGAM,data17_13TeV,601,601
2017-10-15,,HITS,,mc15_13TeV,1,2
2017-10-15,,EVNT,,mc12_13TeV,1,1
2017-11-05,phys-sm,DAOD,HIGGD,data16_13TeV,1,182
2017-11-05,,DAOD,EGAM,data15_5TeV,18,18
2017-11-05,,DAOD,STDM,data15_13TeV,4,4
2017-11-26,,DAOD,IDTRKVALID,mc15_14TeV,15,21
2017-10-15,phys-exotics,DAOD,FTAG,data17_13TeV,5,97
2017-10-15,,NTUP,HI,mc12_5TeV,2,3
2017-10-22,det-muon,DESDM,MCP,data17_13TeV,1,1
2017-11-12,,DAOD,MUON,mc16_13TeV,2,2
2017-11-19,,RDO,,mc15_14TeV,5,8
2017-12-03,,EVNT,,mc15_14TeV,2,2
2018-10-14,,AOD,,mc16_13TeV,178,404
2017-10-15,soft-simul,RDO,,mc16_valid,1,1
2017-10-22,,AOD,,data16_hip5TeV,2,2
2019-03-10,,TXT,,mc15_13TeV,12,252
2017-11-26,phys-exotics,AOD,,mc16_13TeV,1,6
2017-10-22,,DAOD,EGAM,mc15_13TeV,1,11
2017-10-15,,DAOD,IDTR,mc16_13TeV,2,2
2022-09-18,,AOD,,mc16_13TeV,110,375
2018-03-11,,DAOD,TOPQ,mc16_13TeV,2391,3706
2017-11-26,,DRAW,ZMUMU,data16_13TeV,2,2
2017-12-03,,AOD,,data12_8TeV,2,582
2017-11-19,,AOD,,mc12_8TeV,2,2
2017-12-03,phys-higgs,DAOD,HIGGD,data17_13TeV,1,1
2017-12-17,,DAOD,RPVLL,data16_13TeV,145,145
2017-12-10,,RDO,,mc16_valid,7,14
2017-10-08,,TXT,,mc15_13TeV,2,36
2017-10-15,,AOD,,mc12_8TeV,1,10
2017-10-22,phys-hi,HITS,,mc15_5TeV,1,1
2017-11-26,trig-daq,,,data17_13TeV,2,2
2017-12-03,,DAOD,IDTRKVALID,data17_13TeV,2,2
2017-12-31,,DAOD,EXOT,data15_13TeV,115,375
2017-11-26,phys-higgs,AOD,,mc16_13TeV,1,1
2017-10-29,,EVNT,,mc15_14TeV,1,2
2017-12-03,,DAOD,RPVLL,mc15_13TeV,4,4
2022-02-06,,AOD,,mc16_13TeV,139,284
2017-12-10,,DAOD,TOPQ,data17_13TeV,111,163
2017-12-17,,DAOD,JETM,data15_13TeV,757,864
2017-12-17,,DAOD,STDM,mc16_13TeV,39,68
2017-12-17,,DAOD,TAUP,mc15_13TeV,27,160
2017-12-31,,DAOD,RPVLL,data16_13TeV,89,89
2017-12-17,,DAOD,FTAG,mc16_13TeV,63,122
2017-12-17,phys-higgs,DAOD,HIGGD,mc16_13TeV,317,472
2017-12-24,,AOD,,mc16_13TeV,293,698
2017-12-24,perf-egamma,DAOD,STDM,data17_13TeV,240,240
2017-12-24,perf-jets,DAOD,JETM,mc16_13TeV,212,424
2017-12-24,phys-exotics,DAOD,HIGGD,mc16_13TeV,283,524
2017-12-24,,DAOD,JETM,data15_13TeV,601,601
2017-12-24,,ESD,,mc15_14TeV,8,8
2017-12-24,,DAOD,STDM,mc16_13TeV,252,395
2017-12-24,,DAOD,SUSY,mc16_13TeV,29,30
2017-12-24,,DAOD,JETM,mc16_13TeV,53,99
2017-12-24,,DAOD,FTAG,mc15_13TeV,15,16
2018-01-14,perf-egamma,DAOD,STDM,data16_13TeV,15,222
2018-01-07,,DAOD,JETM,data16_13TeV,740,890
2017-12-31,,HITS,,mc15_13TeV,12,21
2017-12-31,,DAOD,SUSY,data15_13TeV,153,153
2017-12-31,phys-higgs,EVNT,,mc16_13TeV,38,49
2017-12-31,phys-higgs,DAOD,HIGGD,data15_13TeV,131,487
2018-01-14,,DAOD,TOPQ,mc16_13TeV,1427,2472
2017-12-31,,EVNT,,mc16_13TeV,43,74
2017-12-31,,AOD,,data15_hi,29,29
2018-01-07,,AOD,,data15_hi,5,5
2017-12-31,,DAOD,HION,data16_hip8TeV,31,31
2018-01-07,,DAOD,BPHY,mc15_13TeV,3,3
2018-01-07,,DAOD,EGAM,data16_13TeV,749,1256
2018-01-07,perf-muons,DAOD,MUON,data16_13TeV,21,341
2018-01-14,perf-jets,DAOD,JETM,mc16_13TeV,534,1054
2018-01-28,,DAOD,EGAM,mc16_13TeV,151,212
2018-01-14,perf-jets,DAOD,JETM,data16_13TeV,62,1087
2018-01-14,,DAOD,EXOT,mc15_13TeV,631,784
2018-01-14,,DAOD,EGAM,data15_13TeV,125,12871
2018-01-14,,DAOD,TRUTH,mc15_13TeV,391,434
2018-01-21,,AOD,,data16_13TeV,16,28
2018-01-14,,DAOD,HION,data15_hi,92,126
2018-01-21,perf-egamma,DAOD,STDM,mc16_13TeV,6,12
2018-02-18,,DAOD,SUSY,mc16_13TeV,1712,2535
2018-01-28,,DAOD,SUSY,data15_13TeV,367,1518
2018-02-11,,DAOD,EGAM,mc16_13TeV,630,1171
2018-01-21,,DAOD,SUSY,data17_13TeV,652,652
2018-01-28,,DAOD,TOPQ,mc15_13TeV,905,1385
2018-01-21,,DAOD,JETM,mc16_13TeV,718,1695
2018-01-21,,DAOD,TAUP,data17_13TeV,538,538
2018-01-28,,DAOD,FTAG,mc15_13TeV,40,54
2018-01-21,,DAOD,HIGGD,data17_13TeV,220,516
2018-01-21,,DAOD,HIGGD,data16_13TeV,1245,1245
2018-01-28,perf-tau,DAOD,TAUP,data17_13TeV,12,12
2018-01-28,,AOD,,mc16_13TeV,153,261
2018-01-28,phys-higgs,DAOD,HIGGD,mc15_13TeV,18,18
2018-01-28,,AOD,,mc15_13TeV,72,89
2018-01-28,,DESDM,EGAMMA,data17_13TeV,2,2
2018-01-28,,DAOD,JETM,data17_13TeV,1434,3551
2018-01-28,,AOD,,mc15_14TeV,70,87
2018-01-28,,EVNT,,mc16_13TeV,1120,1992
2018-02-04,,AOD,,data16_hip8TeV,90,90
2018-02-04,,DAOD,JETM,mc15_13TeV,25,81
2018-01-28,,AOD,,data17_5TeV,35,35
2018-02-04,,DAOD,TAUP,data17_13TeV,68,68
2018-02-11,,DAOD,HION,data16_hip8TeV,26,26
2018-03-04,,DAOD,HIGGD,mc15_13TeV,342,413
2018-02-04,,ESD,,data16_13TeV,46,46
2018-03-04,,DAOD,RPVLL,data16_13TeV,258,258
2018-02-04,,AOD,,data16_13TeV,264,264
2018-02-04,,DAOD,STDM,data17_13TeV,200,455
2018-02-04,,DAOD,TRUTH,mc15_14TeV,64,96
2018-02-11,,DAOD,JETM,mc16_13TeV,597,1263
2018-02-04,,DAOD,JETM,data15_13TeV,231,733
2018-02-04,perf-jets,DAOD,JETM,data15_13TeV,41,451
2018-02-04,perf-tau,DAOD,TAUP,mc16_13TeV,100,100
2018-02-11,trig-daq,,,data17_13TeV,350,350
2018-02-11,,DAOD,JETM,data17_13TeV,225,3072
2018-02-25,,DAOD,JPSIMUMU,data12_8TeV,8,214
2018-02-11,,DAOD,HIGGD,data15_13TeV,446,741
2018-02-18,,,,data17_13TeV,85,85
2018-02-11,phys-higgs,DAOD,HIGGD,data17_13TeV,47,47
2018-02-18,,DAOD,HIGGD,mc16_13TeV,1179,1825
2018-02-18,,DAOD,STDM,mc16_13TeV,242,437
2018-02-18,,DAOD,EXOT,mc16_13TeV,1260,1902
2018-02-18,,DAOD,HIGGD,data17_13TeV,854,1543
2018-02-18,,DAOD,SUSY,data15_13TeV,334,968
2018-02-25,,DAOD,EXOT,mc16_13TeV,656,1113
2018-03-11,,DAOD,EXOT,data16_13TeV,160,1129
2018-09-02,,DAOD,STDM,data16_13TeV,336,666
2018-02-18,,DAOD,EGAM,mc16_13TeV,30,38
2018-02-25,phys-higgs,DAOD,HIGGD,data17_13TeV,272,272
2017-12-10,,HIST,,data16_hip5TeV,1,1
2017-12-31,,DAOD,TAUP,mc15_13TeV,21,188
2017-12-24,,DAOD,IDTRKVALID,data17_13TeV,1,1
2017-12-17,,DAOD,IDTIDE,mc16_13TeV,9,9
2017-12-31,,,,data16_13TeV,1,1
2017-12-24,,AOD,,mc15_5TeV,8,11
2017-12-24,phys-higgs,EVNT,,mc15_13TeV,5,5
2017-12-31,phys-higgs,EVNT,,mc15_13TeV,13,15
2017-12-31,,DAOD,HION,mc15_pPb8TeV,10,20
2018-01-07,phys-higgs,EVNT,,mc16_13TeV,25,32
2018-02-25,,DAOD,EGAM,mc16_13TeV,37,40
2018-01-21,,RDO,,mc16_13TeV,8,8
2018-01-28,phys-higgs,DAOD,TOPQ,data17_13TeV,4,740
2018-02-11,,DAOD,TOPQ,data17_13TeV,9,1665
2018-02-25,,DAOD,JETM,mc16_13TeV,516,869
2018-02-18,,DAOD,HION,data16_hip8TeV,34,34
2018-03-04,,DAOD,FTAG,data15_13TeV,21,291
2017-12-10,,AOD,,mc11_7TeV,9,9
2017-12-10,phys-sm,DAOD,HIGGD,mc15_13TeV,11,11
2018-01-07,,EVNT,,mc16_13TeV,8,9
2018-01-07,,EVNT,,mc15_8TeV,1,1
2018-01-21,,NTUP,COMMON,mc12_8TeV,3,26
2018-01-21,,ESD,,data16_13TeV,2,2
2018-02-18,,DAOD,MUON,mc16_13TeV,4,23
2018-02-25,,DAOD,BPHY,data15_13TeV,1,106
2017-12-10,,DAOD,BPHY,mc15_13TeV,6,27
2018-01-07,,DRAW,ZMUMU,data16_13TeV,2,2
2018-01-07,phys-sm,DAOD,STDM,data15_13TeV,1,106
2018-01-07,perf-egamma,DAOD,STDM,data16_13TeV,8,8
2018-02-11,,DAOD,EGAM,mc15_13TeV,11,31
2018-01-28,perf-idtracking,AOD,,data16_13TeV,11,11
2018-01-28,,RDO,,mc15_5TeV,8,8
2018-02-04,perf-muons,DAOD,MUON,data17_13TeV,1,6
2018-02-18,,DESDM,MCP,data17_13TeV,2,2
2018-02-25,,AOD,,data17_hi,1,1
2017-12-10,,DAOD,IDNCB,data17_13TeV,2,2
2018-01-21,phys-higgs,EVNT,,mc15_13TeV,12,18
2018-02-11,,AOD,,data16_cos,1,1
2018-03-04,,DAOD,EXOT,mc15_13TeV,284,315
2018-01-07,,AOD,,data16_cos,2,2
2018-01-21,perf-tau,AOD,,mc15_14TeV,3,3
2018-03-18,,DAOD,HIGGD,mc15_13TeV,396,644
2018-01-07,phys-exotics,DAOD,EXOT,mc15_13TeV,1,1
2018-02-04,,DAOD,TOPQ,data17_13TeV,3,555
2018-02-25,,AOD,,mc15_14TeV,42,66
2017-12-17,det-indet,RDO,,mc15_13TeV,1,1
2022-08-07,,AOD,,mc16_13TeV,30,41
2018-01-21,trig-daq,,,data16_13TeV,1,1
2018-02-11,,DAOD,IDPIXLUMI,data17_13TeV,3,3
2018-02-11,det-indet,HITS,,mc15_13TeV,1,2
2018-02-25,,DAOD,IDTIDE,mc16_13TeV,1,1
2018-03-11,,DAOD,HIGGD,mc15_13TeV,773,1306
2018-02-18,,DESDM,EGAMMA,data17_13TeV,2,2
2018-01-07,,DAOD,IDPIXLUMI,data16_13TeV,1,1
2018-02-25,perf-tau,DAOD,TAUP,mc16_13TeV,6,6
2018-02-18,phys-higgs,DAOD,HIGGD,data16_13TeV,2,2
2017-12-24,,DAOD,EGAM,data15_13TeV,2,19
2018-01-07,,DAOD,IDTIDE,mc16_valid,1,1
2018-01-14,,DAOD,IDTIDE,mc16_valid,1,1
2018-01-28,,DAOD,IDNCB,data16_13TeV,1,1
2017-12-24,,DAOD,STDM,data17_13TeV,1,1
2018-01-07,,AOD,,data17_hi,5,5
2018-01-07,,DESDM,RPVLL,data15_13TeV,1,19
2018-02-18,,DESDM,EXOTHIP,data16_13TeV,1,150
2018-02-04,,EVNT,,mc12_14TeV,1,3
2018-02-25,,DAOD,JETM,data15_13TeV,81,419
2018-01-28,det-indet,DRAW,ZMUMU,data17_13TeV,1,1
2018-02-11,,AOD,,data15_5TeV,1,1
2018-01-21,,EVNT,,mc12_8TeV,1,40
2018-01-21,,HIST,,data16_hip5TeV,1,1
2018-01-28,,ESD,,mc16_valid,1,1
2018-02-25,perf-idtracking,AOD,,data16_13TeV,119,119
2018-02-25,,HITS,,mc15_13TeV,3,4
2018-02-25,,DAOD,STDM,data17_13TeV,44,400
2018-02-25,perf-idtracking,AOD,,data17_5TeV,26,26
2018-03-04,,AOD,,mc15_5TeV,59,88
