datetime,input_format_short,input_format_desc,input_project,n_tasks
2016-12-26 00:00:00.000000,DAOD,EXOT,mc15_13TeV,65
2016-12-26 00:00:00.000000,EVNT,,mc15_13TeV,2
2016-12-26 00:00:00.000000,DAOD,FTAG,data15_13TeV,8
2016-12-26 00:00:00.000000,DAOD,HIGGD,data16_13TeV,144
2016-12-26 00:00:00.000000,AOD,,data15_hi,17
2016-12-26 00:00:00.000000,DAOD,SUSY,mc15_13TeV,445
2016-12-26 00:00:00.000000,DAOD,JETM,data16_13TeV,4
2016-12-26 00:00:00.000000,DAOD,RPVLL,data16_13TeV,52
2016-12-26 00:00:00.000000,AOD,,data16_13TeV,20
2016-12-26 00:00:00.000000,DAOD,FTAG,mc15_13TeV,9
2016-12-26 00:00:00.000000,DAOD,HIGGD,data15_13TeV,58
2016-12-26 00:00:00.000000,DAOD,TOPQ,data15_13TeV,4
2016-12-26 00:00:00.000000,DAOD,HIGGD,mc15_13TeV,304
2016-12-26 00:00:00.000000,DAOD,MUON,mc15_13TeV,2
2016-12-26 00:00:00.000000,ESD,,mc15_14TeV,2
2016-12-26 00:00:00.000000,AOD,,mc15_13TeV,1
2016-12-26 00:00:00.000000,DAOD,IDTIDE,mc15_13TeV,3
2016-12-26 00:00:00.000000,DRAW,RPVLL,data16_13TeV,4
2016-12-26 00:00:00.000000,DAOD,SUSY,data16_13TeV,72
2016-12-26 00:00:00.000000,NTUP,COMMON,mc12_8TeV,1
2016-12-26 00:00:00.000000,DAOD,JETM,mc15_13TeV,50
2016-12-26 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,32
2016-12-26 00:00:00.000000,DAOD,TOPQ,data16_13TeV,11
2016-12-26 00:00:00.000000,DAOD,STDM,data16_13TeV,45
2016-12-26 00:00:00.000000,DAOD,EGAM,data16_13TeV,3
2016-12-26 00:00:00.000000,NTUP,LHSG,data12_8TeV,1
2016-12-26 00:00:00.000000,DAOD,SUSY,data15_13TeV,7
2016-12-26 00:00:00.000000,DAOD,EXOT,data16_13TeV,24
2016-12-26 00:00:00.000000,DESDM,ZMUMU,data16_13TeV,44
2016-12-26 00:00:00.000000,DAOD,JPSIMUMU,data12_8TeV,2
2016-12-26 00:00:00.000000,NTUP,TAU,mc12_8TeV,1
2016-12-26 00:00:00.000000,DAOD,IDTIDE,data16_13TeV,4
2016-12-26 00:00:00.000000,ESD,,data15_13TeV,2
2016-12-26 00:00:00.000000,DAOD,EXOT,data15_13TeV,5
2016-12-26 00:00:00.000000,,,data15_13TeV,1
2016-12-26 00:00:00.000000,DAOD,FTAG,data16_13TeV,4
2017-01-02 00:00:00.000000,DAOD,HIGGD,mc15_13TeV,2088
2017-01-02 00:00:00.000000,DAOD,STDM,data15_13TeV,106
2017-01-02 00:00:00.000000,DAOD,IDTIDE,data16_13TeV,4
2017-01-02 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,2372
2017-01-02 00:00:00.000000,DAOD,EGAM,data16_13TeV,1828
2017-01-02 00:00:00.000000,AOD,,mc15_13TeV,326
2017-01-02 00:00:00.000000,DAOD,JETM,mc15_13TeV,337
2017-01-02 00:00:00.000000,NTUP,TAU,mc12_8TeV,30
2017-01-02 00:00:00.000000,DAOD,JPSIMUMU,data12_8TeV,21
2017-01-02 00:00:00.000000,DAOD,SUSY,data16_13TeV,1464
2017-01-02 00:00:00.000000,DAOD,EXOT,data16_13TeV,1349
2017-01-02 00:00:00.000000,DAOD,IDPIXLUMI,data16_13TeV,2
2017-01-02 00:00:00.000000,DRAW,RPVLL,data16_13TeV,3
2017-01-02 00:00:00.000000,ESD,,mc15_14TeV,2
2017-01-02 00:00:00.000000,NTUP,COMMON,mc12_8TeV,2205
2017-01-02 00:00:00.000000,RDO,,mc15_14TeV,1
2017-01-02 00:00:00.000000,DAOD,TOPQ,data15_13TeV,72
2017-01-02 00:00:00.000000,EVNT,,mc15_13TeV,70
2017-01-02 00:00:00.000000,DAOD,BPHY,data16_13TeV,147
2017-01-02 00:00:00.000000,AOD,,mc15_14TeV,7
2017-01-02 00:00:00.000000,DAOD,MUON,mc15_13TeV,2
2017-01-02 00:00:00.000000,AOD,,data15_5TeV,6
2017-01-02 00:00:00.000000,DAOD,MUON,data16_13TeV,155
2017-01-02 00:00:00.000000,DAOD,FTAG,data15_13TeV,80
2017-01-02 00:00:00.000000,DAOD,EXOT,mc15_13TeV,1738
2017-01-02 00:00:00.000000,DAOD,EXOT,data15_13TeV,410
2017-01-02 00:00:00.000000,AOD,,mc16_13TeV,92
2017-01-02 00:00:00.000000,DAOD,RPVLL,data16_13TeV,98
2017-01-02 00:00:00.000000,DAOD,STDM,mc15_13TeV,13
2017-01-02 00:00:00.000000,DAOD,STDM,data16_13TeV,322
2017-01-02 00:00:00.000000,DAOD,TRUTH,mc15_13TeV,105
2017-01-02 00:00:00.000000,DAOD,EGAM,mc15_13TeV,52
2017-01-02 00:00:00.000000,EVNT,,mc12_8TeV,10
2017-01-02 00:00:00.000000,DESDM,ZMUMU,data16_13TeV,36
2017-01-02 00:00:00.000000,DAOD,EGZ,data16_13TeV,3
2017-01-02 00:00:00.000000,DAOD,FTAG,data16_13TeV,173
2017-01-02 00:00:00.000000,NTUP,FTKIP,mc12_14TeV,29
2017-01-02 00:00:00.000000,AOD,,mc15_5TeV,23
2017-01-02 00:00:00.000000,DAOD,SUSY,mc15_13TeV,5948
2017-01-02 00:00:00.000000,DAOD,RPVLL,mc15_13TeV,220
2017-01-02 00:00:00.000000,DAOD,HIGGD,data16_13TeV,1680
2017-01-02 00:00:00.000000,RDO,,mc15_13TeV,5
2017-01-02 00:00:00.000000,DAOD,IDTRKLUMI,mc15_13TeV,12
2017-01-02 00:00:00.000000,NTUP,TAU,data12_8TeV,13
2017-01-02 00:00:00.000000,DAOD,TOPQ,data16_13TeV,225
2017-01-02 00:00:00.000000,AOD,,data15_hi,58
2017-01-02 00:00:00.000000,DAOD,EGAM,data15_13TeV,354
2017-01-02 00:00:00.000000,AOD,,mc15_valid,80
2017-01-02 00:00:00.000000,DAOD,JETM,data16_13TeV,226
2017-01-02 00:00:00.000000,DAOD,BPHY,data15_13TeV,1
2017-01-02 00:00:00.000000,NTUP,LHSG,data12_8TeV,21
2017-01-02 00:00:00.000000,DAOD,FTAG,mc15_13TeV,26
2017-01-02 00:00:00.000000,DAOD,SUSY,data15_13TeV,568
2017-01-02 00:00:00.000000,AOD,,data15_13TeV,35
2017-01-02 00:00:00.000000,RAW,,data16_13TeV,1
2017-01-02 00:00:00.000000,AOD,,data16_hip8TeV,27
2017-01-02 00:00:00.000000,HITS,,mc15_13TeV,1
2017-01-02 00:00:00.000000,DAOD,JETM,data15_13TeV,67
2017-01-02 00:00:00.000000,AOD,,data16_13TeV,116
2017-01-02 00:00:00.000000,DAOD,HIGGD,data15_13TeV,1050
2017-01-02 00:00:00.000000,,,data11_7TeV,1
2017-01-02 00:00:00.000000,,,data15_13TeV,15
2017-01-02 00:00:00.000000,,,data16_13TeV,1
2017-01-02 00:00:00.000000,ESD,,mc15_13TeV,80
2017-01-02 00:00:00.000000,ESD,,data15_13TeV,1
2017-01-09 00:00:00.000000,EVNT,,mc15_13TeV,108
2017-01-09 00:00:00.000000,NTUP,FTKIP,mc12_14TeV,16
2017-01-09 00:00:00.000000,DAOD,STDM,mc15_13TeV,170
2017-01-09 00:00:00.000000,,,data12_8TeV,2
2017-01-09 00:00:00.000000,DAOD,JETM,data15_13TeV,1
2017-01-09 00:00:00.000000,RDO,,mc15_13TeV,9
2017-01-09 00:00:00.000000,DAOD,STDM,data16_13TeV,146
2017-01-09 00:00:00.000000,AOD,,mc16_valid,2
2017-01-09 00:00:00.000000,ESD,,mc15_14TeV,30
2017-01-09 00:00:00.000000,DAOD,HIGGD,data15_13TeV,562
2017-01-09 00:00:00.000000,AOD,,data16_13TeV,166
2017-01-09 00:00:00.000000,DAOD,JETM,mc15_13TeV,349
2017-01-09 00:00:00.000000,DAOD,IDTIDE,data15_13TeV,59
2017-01-09 00:00:00.000000,AOD,,mc15_5TeV,54
2017-01-09 00:00:00.000000,DAOD,RPVLL,data16_13TeV,324
2017-01-09 00:00:00.000000,DAOD,FTAG,mc15_13TeV,219
2017-01-09 00:00:00.000000,DAOD,IDTIDE,data16_13TeV,143
2017-01-09 00:00:00.000000,AOD,,mc12_8TeV,1
2017-01-09 00:00:00.000000,DESDM,MCP,data16_13TeV,11
2017-01-09 00:00:00.000000,DAOD,TOPQ,data15_13TeV,193
2017-01-09 00:00:00.000000,AOD,,mc15_valid,1
2017-01-09 00:00:00.000000,,,,1
2017-01-09 00:00:00.000000,DAOD,BPHY,data16_13TeV,2
2017-01-09 00:00:00.000000,ESD,,data16_13TeV,2
2017-01-09 00:00:00.000000,DAOD,TRUTH,mc15_13TeV,520
2017-01-09 00:00:00.000000,HITS,,mc15_13TeV,1
2017-01-09 00:00:00.000000,DAOD,STDM,data15_13TeV,381
2017-01-09 00:00:00.000000,NTUP,LHSG,data12_8TeV,10
2017-01-09 00:00:00.000000,DAOD,IDTRKLUMI,mc15_13TeV,1
2017-01-09 00:00:00.000000,AOD,,mc16_13TeV,142
2017-01-09 00:00:00.000000,AOD,,data16_hip5TeV,8
2017-01-09 00:00:00.000000,DAOD,IDTRKVALID,mc15_14TeV,2
2017-01-09 00:00:00.000000,NTUP,TAU,data12_8TeV,8
2017-01-09 00:00:00.000000,AOD,,data15_5TeV,39
2017-01-09 00:00:00.000000,NTUP,COMMON,data12_8TeV,20
2017-01-09 00:00:00.000000,AOD,,data15_13TeV,115
2017-01-09 00:00:00.000000,DAOD,TAUP,mc15_13TeV,12
2017-01-09 00:00:00.000000,DAOD,HIGGD,mc15_13TeV,2381
2017-01-09 00:00:00.000000,DAOD,SUSY,mc15_13TeV,10754
2017-01-09 00:00:00.000000,NTUP,TAU,mc12_8TeV,23
2017-01-09 00:00:00.000000,ESD,,mc15_13TeV,99
2017-01-09 00:00:00.000000,DRAW,RPVLL,data16_13TeV,14
2017-01-09 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,1261
2017-01-09 00:00:00.000000,,,data11_7TeV,1
2017-01-09 00:00:00.000000,AOD,,mc15_14TeV,30
2017-01-09 00:00:00.000000,DAOD,SUSY,data16_13TeV,2462
2017-01-09 00:00:00.000000,DRAW,ZMUMU,data16_13TeV,2
2017-01-09 00:00:00.000000,DAOD,TOPQ,data16_13TeV,382
2017-01-09 00:00:00.000000,DAOD,TAUP,data16_13TeV,158
2017-01-09 00:00:00.000000,DAOD,EGAM,mc15_13TeV,41
2017-01-09 00:00:00.000000,DAOD,RPVLL,mc15_13TeV,14
2017-01-09 00:00:00.000000,DAOD,EXOT,mc15_13TeV,1284
2017-01-09 00:00:00.000000,DAOD,EGAM,data15_13TeV,664
2017-01-09 00:00:00.000000,DAOD,FTAG,data15_13TeV,18
2017-01-09 00:00:00.000000,DAOD,IDTIDE,mc15_13TeV,29
2017-01-09 00:00:00.000000,DAOD,TRUTH,mc15_14TeV,13
2017-01-09 00:00:00.000000,AOD,,data16_hip8TeV,65
2017-01-09 00:00:00.000000,AOD,,mc15_13TeV,736
2017-01-09 00:00:00.000000,DAOD,FTAG,data16_13TeV,28
2017-01-09 00:00:00.000000,EVNT,,mc15_8TeV,3
2017-01-09 00:00:00.000000,DAOD,EGZ,data16_13TeV,6
2017-01-09 00:00:00.000000,DAOD,MUON,data16_13TeV,10
2017-01-09 00:00:00.000000,,,data15_13TeV,25
2017-01-09 00:00:00.000000,NTUP,HI,data10_hi,83
2017-01-09 00:00:00.000000,DAOD,HIGGD,data16_13TeV,2115
2017-01-09 00:00:00.000000,DAOD,TAUP,data15_13TeV,74
2017-01-09 00:00:00.000000,DAOD,IDNCB,data16_13TeV,1
2017-01-09 00:00:00.000000,ESD,,data15_13TeV,3
2017-01-09 00:00:00.000000,DAOD,SUSY,data15_13TeV,1087
2017-01-09 00:00:00.000000,EVNT,,mc12_8TeV,4
2017-01-09 00:00:00.000000,DAOD,EXOT,data15_13TeV,210
2017-01-09 00:00:00.000000,AOD,,data15_hi,54
2017-01-09 00:00:00.000000,DRAW,EGZ,data16_13TeV,1
2017-01-09 00:00:00.000000,DAOD,EXOT,data16_13TeV,1537
2017-01-09 00:00:00.000000,,,data16_13TeV,81
2017-01-09 00:00:00.000000,DAOD,JPSIMUMU,data12_8TeV,7
2017-01-09 00:00:00.000000,NTUP,COMMON,mc12_8TeV,279
2017-01-09 00:00:00.000000,NTUP,HI,mc12_2TeV,3
2017-01-09 00:00:00.000000,DAOD,JETM,data16_13TeV,561
2017-01-09 00:00:00.000000,DAOD,EGAM,data16_13TeV,3278
2017-01-16 00:00:00.000000,DAOD,MUON,data16_13TeV,156
2017-01-16 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,1523
2017-01-16 00:00:00.000000,DAOD,STDM,mc15_13TeV,46
2017-01-16 00:00:00.000000,DAOD,STDM,data15_13TeV,114
2017-01-16 00:00:00.000000,NTUP,COMMON,mc12_8TeV,140
2017-01-16 00:00:00.000000,HITS,,mc15_13TeV,1
2017-01-16 00:00:00.000000,RDO,,mc15_14TeV,5
2017-01-16 00:00:00.000000,ESD,,mc15_13TeV,53
2017-01-16 00:00:00.000000,AOD,,data15_13TeV,72
2017-01-16 00:00:00.000000,DAOD,TOPQ,data16_13TeV,172
2017-01-16 00:00:00.000000,,,data15_13TeV,4
2017-01-16 00:00:00.000000,DAOD,EGAM,mc15_13TeV,60
2017-01-16 00:00:00.000000,HITS,,mc15_14TeV,1
2017-01-16 00:00:00.000000,DAOD,JETM,mc15_13TeV,1308
2017-01-16 00:00:00.000000,EVNT,,mc15_13TeV,212
2017-01-16 00:00:00.000000,DAOD,EXOT,data16_13TeV,1156
2017-01-16 00:00:00.000000,ESD,,mc16_13TeV,1
2017-01-16 00:00:00.000000,DAOD,MUON,mc15_13TeV,2
2017-01-16 00:00:00.000000,DAOD,STDM,data16_13TeV,156
2017-01-16 00:00:00.000000,DAOD,TOPQ,data15_13TeV,84
2017-01-16 00:00:00.000000,DAOD,BPHY,data15_13TeV,214
2017-01-16 00:00:00.000000,DAOD,EGZ,data16_13TeV,1
2017-01-16 00:00:00.000000,DAOD,SUSY,data15_13TeV,830
2017-01-16 00:00:00.000000,DAOD,RPVLL,data16_13TeV,540
2017-01-16 00:00:00.000000,DAOD,FTAG,data16_13TeV,334
2017-01-16 00:00:00.000000,DAOD,SUSY,data16_13TeV,2022
2017-01-16 00:00:00.000000,AOD,,data15_5TeV,13
2017-01-16 00:00:00.000000,DAOD,EGAM,data15_13TeV,106
2017-01-16 00:00:00.000000,AOD,,mc16_valid,1
2017-01-16 00:00:00.000000,,,data16_13TeV,26
2017-01-16 00:00:00.000000,DAOD,JPSIMUMU,data12_8TeV,3
2017-01-16 00:00:00.000000,,,data12_8TeV,2
2017-01-16 00:00:00.000000,NTUP,COMMON,data12_8TeV,32
2017-01-16 00:00:00.000000,DAOD,RPVLL,mc15_13TeV,1
2017-01-16 00:00:00.000000,AOD,,mc15_13TeV,642
2017-01-16 00:00:00.000000,ESD,,mc15_14TeV,14
2017-01-16 00:00:00.000000,DAOD,FTAG,mc15_13TeV,80
2017-01-16 00:00:00.000000,DAOD,JETM,data15_13TeV,295
2017-01-16 00:00:00.000000,DAOD,IDNCB,data16_13TeV,19
2017-01-16 00:00:00.000000,DRAW,ZMUMU,data15_13TeV,3
2017-01-16 00:00:00.000000,DAOD,IDTRKLUMI,mc15_13TeV,1
2017-01-16 00:00:00.000000,DAOD,FTAG,data15_13TeV,140
2017-01-16 00:00:00.000000,DESDM,MCP,data16_13TeV,70
2017-01-16 00:00:00.000000,DAOD,TAUP,mc15_13TeV,28
2017-01-16 00:00:00.000000,DAOD,HIGGD,data16_13TeV,1295
2017-01-16 00:00:00.000000,AOD,,mc15_14TeV,8
2017-01-16 00:00:00.000000,TXT,,mc15_13TeV,10
2017-01-16 00:00:00.000000,AOD,,data16_hip5TeV,7
2017-01-16 00:00:00.000000,ESD,,data16_13TeV,1
2017-01-16 00:00:00.000000,DAOD,EXOT,data15_13TeV,461
2017-01-16 00:00:00.000000,DAOD,JETM,data16_13TeV,1763
2017-01-16 00:00:00.000000,DAOD,TRUTH,mc15_13TeV,1267
2017-01-16 00:00:00.000000,AOD,,data16_13TeV,228
2017-01-16 00:00:00.000000,DAOD,IDTIDE,data16_13TeV,514
2017-01-16 00:00:00.000000,DAOD,EGAM,data16_13TeV,2175
2017-01-16 00:00:00.000000,NTUP,TOP,mc11_7TeV,33
2017-01-16 00:00:00.000000,DAOD,HIGGD,mc15_13TeV,3426
2017-01-16 00:00:00.000000,DAOD,IDPIXLUMI,data16_13TeV,1
2017-01-16 00:00:00.000000,AOD,,mc16_13TeV,39
2017-01-16 00:00:00.000000,,,data15_5TeV,1
2017-01-16 00:00:00.000000,DAOD,IDTRKVALID,mc16_valid,1
2017-01-16 00:00:00.000000,DAOD,HIGGD,data15_13TeV,862
2017-01-16 00:00:00.000000,DAOD,IDTIDE,mc15_13TeV,22
2017-01-16 00:00:00.000000,DAOD,HION,data15_hi,25
2017-01-16 00:00:00.000000,AOD,,data16_hip8TeV,3
2017-01-16 00:00:00.000000,EVNT,,mc15_14TeV,1
2017-01-16 00:00:00.000000,,,data11_7TeV,3
2017-01-16 00:00:00.000000,RDO,,mc15_13TeV,10
2017-01-16 00:00:00.000000,DESDM,EGZ,data16_13TeV,147
2017-01-16 00:00:00.000000,DAOD,EXOT,mc15_13TeV,1294
2017-01-16 00:00:00.000000,DAOD,SUSY,mc15_13TeV,9232
2017-01-16 00:00:00.000000,AOD,,data15_hi,130
2017-01-23 00:00:00.000000,NTUP,MINBIAS,mc09_7TeV,4
2017-01-23 00:00:00.000000,AOD,,data16_hip8TeV,50
2017-01-23 00:00:00.000000,NTUP,COMMON,mc12_8TeV,34
2017-01-23 00:00:00.000000,DAOD,ONIAMUMU,data11_7TeV,20
2017-01-23 00:00:00.000000,DAOD,SUSY,data15_13TeV,521
2017-01-23 00:00:00.000000,ESD,,data15_13TeV,1
2017-01-23 00:00:00.000000,DAOD,EGAM,data15_13TeV,1
2017-01-23 00:00:00.000000,DAOD,TOPQ,data16_13TeV,344
2017-01-23 00:00:00.000000,DAOD,SUSY,mc15_13TeV,5648
2017-01-23 00:00:00.000000,DAOD,JETM,mc15_13TeV,302
2017-01-23 00:00:00.000000,NTUP,MINBIAS,data10_7TeV,14
2017-01-23 00:00:00.000000,,,data11_7TeV,12
2017-01-23 00:00:00.000000,DRAW,ZMUMU,data16_13TeV,13
2017-01-23 00:00:00.000000,EVNT,,mc15_13TeV,923
2017-01-23 00:00:00.000000,DAOD,TOPQ,data15_13TeV,178
2017-01-23 00:00:00.000000,DAOD,FTAG,data16_13TeV,14
2017-01-23 00:00:00.000000,DAOD,EGAM,mc15_13TeV,26
2017-01-23 00:00:00.000000,AOD,,mc15_14TeV,39
2017-01-23 00:00:00.000000,AOD,,data15_13TeV,74
2017-01-23 00:00:00.000000,DAOD,HIGGD,data16_13TeV,1734
2017-01-23 00:00:00.000000,DAOD,BPHY,data15_13TeV,1
2017-01-23 00:00:00.000000,NTUP,FTKIP,mc12_14TeV,3
2017-01-23 00:00:00.000000,DAOD,MUON,mc15_13TeV,1
2017-01-23 00:00:00.000000,DAOD,JETM,data16_13TeV,755
2017-01-23 00:00:00.000000,DAOD,STDM,data15_13TeV,1
2017-01-23 00:00:00.000000,HITS,,mc15_13TeV,5
2017-01-23 00:00:00.000000,DAOD,HIGGD,data15_13TeV,907
2017-01-23 00:00:00.000000,DAOD,RPVLL,data16_13TeV,173
2017-01-23 00:00:00.000000,NTUP,TOP,mc11_7TeV,162
2017-01-23 00:00:00.000000,TXT,,mc15_13TeV,8
2017-01-23 00:00:00.000000,EVNT,,mc12_8TeV,1
2017-01-23 00:00:00.000000,DAOD,TAUP,data15_13TeV,221
2017-01-23 00:00:00.000000,DAOD,IDPIXLUMI,data16_13TeV,29
2017-01-23 00:00:00.000000,AOD,,mc12_8TeV,4
2017-01-23 00:00:00.000000,DAOD,STDM,data16_13TeV,10
2017-01-23 00:00:00.000000,,,data15_13TeV,3
2017-01-23 00:00:00.000000,AOD,,mc15_valid,80
2017-01-23 00:00:00.000000,DAOD,EXOT,data15_13TeV,633
2017-01-23 00:00:00.000000,DAOD,EXOT,data16_13TeV,3032
2017-01-23 00:00:00.000000,AOD,,data16_13TeV,161
2017-01-23 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,2822
2017-01-23 00:00:00.000000,DRAW,ZMUMU,data15_13TeV,3
2017-01-23 00:00:00.000000,,,data12_8TeV,2
2017-01-23 00:00:00.000000,ESD,,mc15_13TeV,20
2017-01-23 00:00:00.000000,DESDM,MCP,data16_13TeV,277
2017-01-23 00:00:00.000000,RDO,,mc15_13TeV,34
2017-01-23 00:00:00.000000,DAOD,MUON,data15_13TeV,9
2017-01-23 00:00:00.000000,ESD,,mc15_14TeV,5
2017-01-23 00:00:00.000000,DAOD,FTAG,mc15_13TeV,52
2017-01-23 00:00:00.000000,DAOD,IDTIDE,mc15_13TeV,33
2017-01-23 00:00:00.000000,AOD,,mc16_13TeV,31
2017-01-23 00:00:00.000000,NTUP,COMMON,data12_8TeV,17
2017-01-23 00:00:00.000000,DAOD,EGZ,data16_13TeV,4
2017-01-23 00:00:00.000000,AOD,,data15_hi,48
2017-01-23 00:00:00.000000,ESD,,mc16_valid,2
2017-01-23 00:00:00.000000,AOD,,data16_hip5TeV,1
2017-01-23 00:00:00.000000,ESD,,mc16_13TeV,4
2017-01-23 00:00:00.000000,DAOD,TAUP,data16_13TeV,519
2017-01-23 00:00:00.000000,DESDM,EGZ,data16_13TeV,13
2017-01-23 00:00:00.000000,DAOD,MUON,data16_13TeV,17
2017-01-23 00:00:00.000000,AOD,,mc16_valid,8
2017-01-23 00:00:00.000000,DAOD,SUSY,data16_13TeV,1381
2017-01-23 00:00:00.000000,DAOD,TRUTH,mc15_13TeV,199
2017-01-23 00:00:00.000000,DAOD,EXOT,mc15_13TeV,3972
2017-01-23 00:00:00.000000,DAOD,JPSIMUMU,data12_8TeV,19
2017-01-23 00:00:00.000000,DAOD,IDTRKLUMI,mc15_13TeV,6
2017-01-23 00:00:00.000000,DAOD,HION,data15_hi,11
2017-01-23 00:00:00.000000,RDO,,mc12_8TeV,1
2017-01-23 00:00:00.000000,DAOD,BPHY,data16_13TeV,3
2017-01-23 00:00:00.000000,DAOD,FTAG,data15_13TeV,1
2017-01-23 00:00:00.000000,DAOD,HIGGD,mc15_13TeV,2054
2017-01-23 00:00:00.000000,DAOD,STDM,mc15_13TeV,64
2017-01-23 00:00:00.000000,AOD,,mc15_13TeV,740
2017-01-23 00:00:00.000000,,,,1
2017-01-23 00:00:00.000000,AOD,,data15_5TeV,7
2017-01-23 00:00:00.000000,DAOD,EGAM,data16_13TeV,652
2017-01-23 00:00:00.000000,AOD,,mc15_5TeV,20
2017-01-23 00:00:00.000000,NTUP,HI,data13_hip,26
2017-01-23 00:00:00.000000,,,data16_13TeV,354
2017-01-23 00:00:00.000000,DAOD,JETM,data15_13TeV,45
2017-01-23 00:00:00.000000,DAOD,TAUP,mc15_13TeV,34
2017-01-23 00:00:00.000000,DAOD,IDTIDE,data16_13TeV,38
2017-01-23 00:00:00.000000,RDO,,mc15_14TeV,1
2017-01-30 00:00:00.000000,DAOD,EGZ,data15_13TeV,2
2017-01-30 00:00:00.000000,NTUP,BKGD,data12_8TeV,10
2017-01-30 00:00:00.000000,HITS,,mc15_13TeV,2
2017-01-30 00:00:00.000000,,,data15_13TeV,9
2017-01-30 00:00:00.000000,DAOD,TRUTH,mc15_13TeV,616
2017-01-30 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,1907
2017-01-30 00:00:00.000000,DAOD,STDM,mc15_13TeV,55
2017-01-30 00:00:00.000000,DAOD,RPVLL,mc15_13TeV,17
2017-01-30 00:00:00.000000,DAOD,SUSY,mc15_13TeV,11117
2017-01-30 00:00:00.000000,AOD,,data16_hip8TeV,75
2017-01-30 00:00:00.000000,DAOD,EGZ,data16_13TeV,4
2017-01-30 00:00:00.000000,DAOD,EGAM,data15_13TeV,238
2017-01-30 00:00:00.000000,DAOD,RPVLL,data16_13TeV,3
2017-01-30 00:00:00.000000,DAOD,FTAG,data15_13TeV,89
2017-01-30 00:00:00.000000,DAOD,HIGGD,data16_13TeV,1603
2017-01-30 00:00:00.000000,NTUP,TAU,mc12_8TeV,9
2017-01-30 00:00:00.000000,DAOD,TAUP,data15_13TeV,74
2017-01-30 00:00:00.000000,AOD,,data16_13TeV,599
2017-01-30 00:00:00.000000,DAOD,IDTIDE,mc15_13TeV,25
2017-01-30 00:00:00.000000,NTUP,COMMON,mc12_8TeV,112
2017-01-30 00:00:00.000000,DAOD,EXOT,data15_13TeV,698
2017-01-30 00:00:00.000000,DAOD,BPHY,data16_13TeV,1
2017-01-30 00:00:00.000000,ESD,,mc15_13TeV,23
2017-01-30 00:00:00.000000,DAOD,JETM,data16_13TeV,583
2017-01-30 00:00:00.000000,DAOD,IDTIDE,data16_13TeV,162
2017-01-30 00:00:00.000000,RDO,,mc15_13TeV,18
2017-01-30 00:00:00.000000,DAOD,EGAM,mc15_13TeV,47
2017-01-30 00:00:00.000000,DAOD,TOPQ,data15_13TeV,64
2017-01-30 00:00:00.000000,DAOD,IDPIXLUMI,data16_13TeV,4
2017-01-30 00:00:00.000000,RDO,,mc14_13TeV,2
2017-01-30 00:00:00.000000,EVNT,,mc15_13TeV,486
2017-01-30 00:00:00.000000,NTUP,HI,data10_hi,47
2017-01-30 00:00:00.000000,DAOD,IDTRKLUMI,mc15_13TeV,30
2017-01-30 00:00:00.000000,DAOD,MUON,mc15_13TeV,1
2017-01-30 00:00:00.000000,DAOD,TAUP,data16_13TeV,178
2017-01-30 00:00:00.000000,DAOD,MUON,data15_13TeV,3
2017-01-30 00:00:00.000000,DRAW,ZMUMU,data16_13TeV,13
2017-01-30 00:00:00.000000,DAOD,STDM,data16_13TeV,103
2017-01-30 00:00:00.000000,DAOD,FTAG,data16_13TeV,289
2017-01-30 00:00:00.000000,NTUP,TOP,mc11_7TeV,103
2017-01-30 00:00:00.000000,,,data12_8TeV,2
2017-01-30 00:00:00.000000,NTUP,HI,data13_hip,61
2017-01-30 00:00:00.000000,AOD,,mc15_5TeV,12
2017-01-30 00:00:00.000000,DAOD,SUSY,data15_13TeV,679
2017-01-30 00:00:00.000000,DAOD,EXOT,data16_13TeV,2437
2017-01-30 00:00:00.000000,AOD,,mc15_valid,6
2017-01-30 00:00:00.000000,ESD,,mc15_14TeV,9
2017-01-30 00:00:00.000000,DAOD,SUSY,data16_13TeV,1460
2017-01-30 00:00:00.000000,DAOD,JETM,mc15_13TeV,297
2017-01-30 00:00:00.000000,DAOD,STDM,data15_13TeV,50
2017-01-30 00:00:00.000000,DAOD,TAUP,mc15_13TeV,18
2017-01-30 00:00:00.000000,DAOD,FTAG,mc15_13TeV,31
2017-01-30 00:00:00.000000,DAOD,HIGGD,data15_13TeV,794
2017-01-30 00:00:00.000000,DAOD,EGAM,data16_13TeV,1480
2017-01-30 00:00:00.000000,NTUP,COMMON,data12_8TeV,19
2017-01-30 00:00:00.000000,AOD,,data15_hi,1
2017-01-30 00:00:00.000000,HITS,,mc16_valid,1
2017-01-30 00:00:00.000000,AOD,,data15_13TeV,35
2017-01-30 00:00:00.000000,DAOD,HIGGD,mc15_13TeV,2640
2017-01-30 00:00:00.000000,AOD,,mc12_8TeV,1
2017-01-30 00:00:00.000000,AOD,,mc15_13TeV,543
2017-01-30 00:00:00.000000,DAOD,TOPQ,data16_13TeV,128
2017-01-30 00:00:00.000000,DAOD,JPSIMUMU,data12_8TeV,13
