datetime,input_format_short,input_format_desc,input_project,n_tasks
2018-10-29 00:00:00.000000,DAOD,TRUTH,mc15_14TeV,6
2018-10-29 00:00:00.000000,DAOD,SUSY,mc16_13TeV,4901
2018-10-29 00:00:00.000000,TXT,,mc15_13TeV,2
2018-10-29 00:00:00.000000,DRAW,ZMUMU,data16_13TeV,1
2018-10-29 00:00:00.000000,DAOD,STDM,data17_13TeV,50
2018-10-29 00:00:00.000000,DAOD,FTAG,mc16_13TeV,129
2018-10-29 00:00:00.000000,DAOD,SUSY,data18_13TeV,259
2018-10-29 00:00:00.000000,DAOD,STDM,mc16_13TeV,2386
2018-10-29 00:00:00.000000,HITS,,mc15_13TeV,1
2018-10-29 00:00:00.000000,DAOD,TAUP,mc16_13TeV,148
2018-10-29 00:00:00.000000,AOD,,data15_13TeV,2
2018-10-29 00:00:00.000000,DESDM,MCP,data16_13TeV,2
2018-10-29 00:00:00.000000,DAOD,TOPQ,data17_13TeV,3
2018-10-29 00:00:00.000000,DAOD,IDPIXLUMI,data18_13TeV,1
2018-10-29 00:00:00.000000,AOD,,mc15_14TeV,72
2018-10-29 00:00:00.000000,AOD,,data18_13TeV,27
2018-10-29 00:00:00.000000,DAOD,JETM,data16_13TeV,723
2018-10-29 00:00:00.000000,DAOD,SUSY,data15_13TeV,241
2018-10-29 00:00:00.000000,DAOD,HIGGD,data18_13TeV,1073
2018-10-29 00:00:00.000000,DAOD,JETM,data15_13TeV,525
2018-10-29 00:00:00.000000,DAOD,SUSY,mc15_13TeV,153
2018-10-29 00:00:00.000000,DAOD,ZMUMU,data16_13TeV,11
2018-10-29 00:00:00.000000,DAOD,FTAG,data15_13TeV,81
2018-10-29 00:00:00.000000,AOD,,mc15_5TeV,6
2018-10-29 00:00:00.000000,AOD,,data16_13TeV,331
2018-10-29 00:00:00.000000,ESD,,mc16_13TeV,2
2018-10-29 00:00:00.000000,AOD,,mc15_pPb8TeV,12
2018-10-29 00:00:00.000000,DAOD,EXOT,data16_13TeV,638
2018-10-29 00:00:00.000000,DAOD,HIGGD,mc16_13TeV,2627
2018-10-29 00:00:00.000000,DAOD,TOPQ,data16_13TeV,3
2018-10-29 00:00:00.000000,RDO,,mc16_13TeV,172
2018-10-29 00:00:00.000000,EVNT,,mc16_13TeV,88
2018-10-29 00:00:00.000000,DAOD,IDPIXLUMI,data17_13TeV,1
2018-10-29 00:00:00.000000,DAOD,EXOT,data17_13TeV,563
2018-10-29 00:00:00.000000,DAOD,IDPIXLUMI,data18_900GeV,3
2018-10-29 00:00:00.000000,RAW,,data15_hi,2
2018-10-29 00:00:00.000000,,,data17_13TeV,1
2018-10-29 00:00:00.000000,DAOD,MUON,mc16_13TeV,9
2018-10-29 00:00:00.000000,RDO,FTK,mc16_13TeV,252
2018-10-29 00:00:00.000000,DAOD,TAUP,data17_13TeV,1
2018-10-29 00:00:00.000000,DAOD,EGAM,data18_13TeV,335
2018-10-29 00:00:00.000000,DAOD,JETM,data18_13TeV,1
2018-10-29 00:00:00.000000,DAOD,BPHY,data17_13TeV,7
2018-10-29 00:00:00.000000,DAOD,JETM,mc16_13TeV,583
2018-10-29 00:00:00.000000,DAOD,EXOT,data15_13TeV,318
2018-10-29 00:00:00.000000,DAOD,STDM,data15_13TeV,38
2018-10-29 00:00:00.000000,DAOD,JETM,data17_13TeV,1206
2018-10-29 00:00:00.000000,DAOD,MUON,data16_13TeV,2
2018-10-29 00:00:00.000000,AOD,,mc16_valid,1
2018-10-29 00:00:00.000000,DAOD,EGAM,mc16_13TeV,116
2018-10-29 00:00:00.000000,DAOD,EXOT,mc16_13TeV,2686
2018-10-29 00:00:00.000000,AOD,,data16_hip5TeV,1
2018-10-29 00:00:00.000000,AOD,,mc16_13TeV,172
2018-10-29 00:00:00.000000,DAOD,IDTRKVALID,mc15_14TeV,1
2018-10-29 00:00:00.000000,DAOD,EGAM,data15_13TeV,162
2018-10-29 00:00:00.000000,AOD,,data18_900GeV,2
2018-10-29 00:00:00.000000,DESDM,MCP,data18_13TeV,9
2018-10-29 00:00:00.000000,DAOD,BPHY,mc16_13TeV,3
2018-10-29 00:00:00.000000,DAOD,RPVLL,data17_13TeV,9
2018-10-29 00:00:00.000000,DAOD,BPHY,data15_13TeV,71
2018-10-29 00:00:00.000000,AOD,,mc16_5TeV,6
2018-10-29 00:00:00.000000,AOD,,data15_hi,47
2018-10-29 00:00:00.000000,DAOD,IDTIDE,data17_13TeV,13
2018-10-29 00:00:00.000000,AOD,,data17_13TeV,309
2018-10-29 00:00:00.000000,AOD,,data17_5TeV,6
2018-10-29 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,49
2018-10-29 00:00:00.000000,DAOD,FTAG,data16_13TeV,178
2018-10-29 00:00:00.000000,RDO,,mc15_13TeV,1307
2018-11-05 00:00:00.000000,DAOD,TOPQ,data15_13TeV,79
2018-11-05 00:00:00.000000,DAOD,JETM,data16_13TeV,133
2018-11-05 00:00:00.000000,RDO,,mc16_13TeV,175
2018-11-05 00:00:00.000000,DAOD,EGAM,data15_13TeV,260
2018-11-05 00:00:00.000000,AOD,,data18_hi,17
2018-11-05 00:00:00.000000,RDO,FTK,mc16_13TeV,248
2018-11-05 00:00:00.000000,AOD,,data17_13TeV,120
2018-11-05 00:00:00.000000,ESD,,mc16_13TeV,7
2018-11-05 00:00:00.000000,DAOD,EXOT,data17_13TeV,597
2018-11-05 00:00:00.000000,DAOD,TCAL,data18_13TeV,1
2018-11-05 00:00:00.000000,DAOD,FTAG,data16_13TeV,137
2018-11-05 00:00:00.000000,DAOD,HIGGD,data17_13TeV,620
2018-11-05 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,96
2018-11-05 00:00:00.000000,DAOD,TOPQ,mc16_13TeV,1623
2018-11-05 00:00:00.000000,DAOD,SUSY,mc16_13TeV,6472
2018-11-05 00:00:00.000000,DAOD,EGAM,data18_13TeV,380
2018-11-05 00:00:00.000000,DAOD,EGAM,mc15_13TeV,1
2018-11-05 00:00:00.000000,DAOD,JETM,data17_13TeV,322
2018-11-05 00:00:00.000000,AOD,,data15_13TeV,5
2018-11-05 00:00:00.000000,DAOD,FTAG,data15_13TeV,144
2018-11-05 00:00:00.000000,DAOD,HIGGD,mc16_13TeV,1267
2018-11-05 00:00:00.000000,DAOD,HIGGD,data15_13TeV,271
2018-11-05 00:00:00.000000,DAOD,JETM,data18_13TeV,111
2018-11-05 00:00:00.000000,RDO,,mc16_valid,2
2018-11-05 00:00:00.000000,DAOD,IDTRKVALID,mc16_13TeV,2
2018-11-05 00:00:00.000000,EVNT,,mc16_13TeV,100
2018-11-05 00:00:00.000000,DAOD,BPHY,mc16_13TeV,3
2018-11-05 00:00:00.000000,DESDM,ALLCELLS,data17_13TeV,1
2018-11-05 00:00:00.000000,DAOD,IDTRKVALID,data17_13TeV,1
2018-11-05 00:00:00.000000,DAOD,STDM,data18_13TeV,349
2018-11-05 00:00:00.000000,DAOD,TRUTH,mc15_13TeV,129
2018-11-05 00:00:00.000000,DAOD,IDTIDE,data17_13TeV,9
2018-11-05 00:00:00.000000,DAOD,ZMUMU,data17_13TeV,7
2018-11-05 00:00:00.000000,AOD,,data15_hi,59
2018-11-05 00:00:00.000000,DAOD,EXOT,mc16_13TeV,5267
2018-11-05 00:00:00.000000,AOD,,mc15_valid,8
2018-11-05 00:00:00.000000,DAOD,RPVLL,data16_13TeV,77
2018-11-05 00:00:00.000000,AOD,,mc15_pPb8TeV,2
2018-11-05 00:00:00.000000,DAOD,HIGGD,data18_13TeV,611
2018-11-05 00:00:00.000000,ESD,,mc15_14TeV,5
2018-11-05 00:00:00.000000,DAOD,TOPQ,data16_13TeV,18
2018-11-05 00:00:00.000000,RDO,,mc15_13TeV,1300
2018-11-05 00:00:00.000000,AOD,,mc16_valid,1
2018-11-05 00:00:00.000000,DAOD,TRUTH,mc16_13TeV,8
2018-11-05 00:00:00.000000,DRAW,ZMUMU,data16_13TeV,1
2018-11-05 00:00:00.000000,AOD,,data18_comm,1
2018-11-05 00:00:00.000000,DAOD,STDM,data17_13TeV,94
2018-11-05 00:00:00.000000,DAOD,TOPQ,data18_13TeV,371
2018-11-05 00:00:00.000000,DAOD,SUSY,data16_13TeV,657
2018-11-05 00:00:00.000000,DAOD,FTAG,data17_13TeV,1
2018-11-05 00:00:00.000000,DAOD,TAUP,mc16_13TeV,2
2018-11-05 00:00:00.000000,DAOD,TAUP,data18_13TeV,2
2018-11-05 00:00:00.000000,DAOD,MUON,data18_13TeV,253
2018-11-05 00:00:00.000000,AOD,,data17_5TeV,13
2018-11-05 00:00:00.000000,AOD,,mc15_13TeV,46
2018-11-05 00:00:00.000000,DAOD,STDM,data15_13TeV,91
2018-11-05 00:00:00.000000,DAOD,MUON,data15_13TeV,7
2018-11-05 00:00:00.000000,DAOD,RPVLL,data15_13TeV,3
2018-11-05 00:00:00.000000,DAOD,STDM,mc15_13TeV,8
2018-11-05 00:00:00.000000,,,data18_13TeV,3
2018-11-05 00:00:00.000000,,,data15_hi,1
2018-11-05 00:00:00.000000,DAOD,SUSY,data15_13TeV,274
2018-11-05 00:00:00.000000,DAOD,FTAG,mc16_13TeV,358
2018-11-05 00:00:00.000000,DAOD,HIGGD,data16_13TeV,461
2018-11-05 00:00:00.000000,DAOD,EXOT,data15_13TeV,642
2018-11-05 00:00:00.000000,DAOD,ZMUMU,data18_13TeV,5
2018-11-05 00:00:00.000000,DAOD,JETM,mc16_13TeV,538
2018-11-05 00:00:00.000000,DAOD,FTAG,data18_13TeV,70
2018-11-05 00:00:00.000000,AOD,,data16_13TeV,36
2018-11-05 00:00:00.000000,DAOD,EGAM,data16_13TeV,691
2018-11-05 00:00:00.000000,DAOD,TOPQ,data17_13TeV,10
2018-11-05 00:00:00.000000,DAOD,STDM,data16_13TeV,121
2018-11-05 00:00:00.000000,DAOD,MUON,data17_13TeV,1
2018-11-05 00:00:00.000000,DAOD,EGAM,data17_13TeV,243
2018-11-05 00:00:00.000000,AOD,,mc16_5TeV,3
2018-11-05 00:00:00.000000,DESDM,MCP,data18_13TeV,28
2018-11-05 00:00:00.000000,EVNT,,mc15_13TeV,69
2018-11-05 00:00:00.000000,log,,mc15_13TeV,10
2018-11-05 00:00:00.000000,DAOD,SUSY,mc15_13TeV,4
2018-11-05 00:00:00.000000,TXT,,mc15_13TeV,9
2018-11-05 00:00:00.000000,DAOD,SUSY,data18_13TeV,431
2018-11-05 00:00:00.000000,DAOD,JETM,data15_13TeV,161
2018-11-05 00:00:00.000000,DAOD,EXOT,data16_13TeV,1192
2018-11-05 00:00:00.000000,DAOD,RPVLL,data17_13TeV,13
2018-11-05 00:00:00.000000,AOD,,mc15_14TeV,45
2018-11-05 00:00:00.000000,DAOD,BPHY,data15_13TeV,1
2018-11-05 00:00:00.000000,DAOD,BPHY,data18_13TeV,4
2018-11-05 00:00:00.000000,AOD,,data18_13TeV,78
2018-11-05 00:00:00.000000,DAOD,BPHY,data17_13TeV,346
2018-11-05 00:00:00.000000,DAOD,EXOT,data18_13TeV,356
2018-11-05 00:00:00.000000,DAOD,IDTIDE,data18_13TeV,20
2018-11-05 00:00:00.000000,DAOD,SUSY,data17_13TeV,750
2018-11-05 00:00:00.000000,DAOD,MUON,data16_13TeV,11
2018-11-05 00:00:00.000000,DAOD,STDM,mc16_13TeV,590
2018-11-05 00:00:00.000000,DAOD,RPVLL,mc16_13TeV,3
2018-11-05 00:00:00.000000,DAOD,EGAM,mc16_13TeV,54
2018-11-05 00:00:00.000000,DAOD,TRUTH,mc15_14TeV,31
2018-11-05 00:00:00.000000,DAOD,MUON,mc16_13TeV,60
2018-11-05 00:00:00.000000,DAOD,ZMUMU,data16_13TeV,2
2018-11-05 00:00:00.000000,NTUP,SMWZ,mc12_8TeV,7
2018-11-05 00:00:00.000000,AOD,,mc16_13TeV,192
2018-11-05 00:00:00.000000,DAOD,RPVLL,data18_13TeV,12
2018-11-12 00:00:00.000000,AOD,,mc15_valid,1
2018-11-12 00:00:00.000000,AOD,,data16_13TeV,37
2018-11-12 00:00:00.000000,DAOD,RPVLL,mc16_13TeV,136
2018-11-12 00:00:00.000000,DAOD,JETM,data15_13TeV,42
2018-11-12 00:00:00.000000,DAOD,SUSY,data17_13TeV,614
2018-11-12 00:00:00.000000,RDO,,mc16_13TeV,158
2018-11-12 00:00:00.000000,AOD,,mc15_pPb8TeV,1
2018-11-12 00:00:00.000000,DAOD,TOPQ,data17_13TeV,6
2018-11-12 00:00:00.000000,DAOD,JETM,data16_13TeV,190
2018-11-12 00:00:00.000000,ESD,,data16_13TeV,49
2018-11-12 00:00:00.000000,RDO,FTK,mc16_13TeV,236
2018-11-12 00:00:00.000000,HITS,,mc16_13TeV,6
2018-11-12 00:00:00.000000,DAOD,TOPQ,data18_13TeV,41
2018-11-12 00:00:00.000000,DAOD,MUON,mc16_13TeV,7
2018-11-12 00:00:00.000000,AOD,,mc15_13TeV,30
2018-11-12 00:00:00.000000,AOD,,mc16_5TeV,7
2018-11-12 00:00:00.000000,DAOD,MUON,data17_5TeV,15
2018-11-12 00:00:00.000000,,,data18_13TeV,3
2018-11-12 00:00:00.000000,DAOD,STDM,data16_13TeV,56
2018-11-12 00:00:00.000000,DAOD,EGAM,data15_13TeV,51
2018-11-12 00:00:00.000000,DAOD,ZMUMU,data17_13TeV,1
2018-11-12 00:00:00.000000,DAOD,JETM,data17_13TeV,70
2018-11-12 00:00:00.000000,DAOD,SUSY,data18_13TeV,300
2018-11-12 00:00:00.000000,DAOD,RPVLL,data16_13TeV,18
2018-11-12 00:00:00.000000,EVNT,,mc16_13TeV,88
2018-11-12 00:00:00.000000,DAOD,TAUP,mc16_13TeV,60
2018-11-12 00:00:00.000000,DAOD,STDM,data15_13TeV,81
2018-11-12 00:00:00.000000,AOD,,data18_13TeV,202
2018-11-12 00:00:00.000000,DAOD,MUON,data16_13TeV,10
2018-11-12 00:00:00.000000,AOD,,mc15_14TeV,56
2018-11-12 00:00:00.000000,DAOD,HIGGD,data17_13TeV,1293
2018-11-12 00:00:00.000000,EVNT,,mc15_5TeV,4
2018-11-12 00:00:00.000000,EVNT,,mc16_valid,1
2018-11-12 00:00:00.000000,DAOD,HIGGD,data16_13TeV,1075
2018-11-12 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,5
2018-11-12 00:00:00.000000,DAOD,IDTIDE,data16_13TeV,1
2018-11-12 00:00:00.000000,DAOD,HIGGD,data18_13TeV,11
2018-11-12 00:00:00.000000,AOD,,mc16_valid,9
2018-11-12 00:00:00.000000,DAOD,HIGGD,data15_13TeV,512
2018-11-12 00:00:00.000000,DRAW,ZMUMU,data16_13TeV,1
2018-11-12 00:00:00.000000,DAOD,HIGGD,mc16_13TeV,2268
2018-11-12 00:00:00.000000,DAOD,FTAG,data16_13TeV,109
2018-11-12 00:00:00.000000,DAOD,BPHY,data15_13TeV,4
2018-11-12 00:00:00.000000,DAOD,EXOT,data16_13TeV,1958
2018-11-12 00:00:00.000000,DAOD,FTAG,data18_13TeV,4
2018-11-12 00:00:00.000000,AOD,,data15_13TeV,51
2018-11-12 00:00:00.000000,AOD,,data15_hi,39
2018-11-12 00:00:00.000000,DESDM,EXOTHIP,data18_13TeV,2
2018-11-12 00:00:00.000000,AOD,,mc16_13TeV,110
2018-11-12 00:00:00.000000,,,data18_hi,1
2018-11-12 00:00:00.000000,AOD,,mc15_5TeV,5
2018-11-12 00:00:00.000000,DAOD,JETM,mc16_13TeV,582
2018-11-12 00:00:00.000000,AOD,,data17_5TeV,3
2018-11-12 00:00:00.000000,DAOD,FTAG,data17_13TeV,30
2018-11-12 00:00:00.000000,EVNT,,mc15_13TeV,100
2018-11-12 00:00:00.000000,ESD,,data17_13TeV,48
2018-11-12 00:00:00.000000,DAOD,RPVLL,data15_13TeV,2
2018-11-12 00:00:00.000000,DAOD,EGAM,data18_13TeV,190
2018-11-12 00:00:00.000000,DRAW,ZMUMU,data17_13TeV,2
2018-11-12 00:00:00.000000,ESD,,mc16_13TeV,6
2018-11-12 00:00:00.000000,AOD,,data18_hi,463
2018-11-12 00:00:00.000000,DAOD,STDM,data18_13TeV,36
2018-11-12 00:00:00.000000,AOD,,data17_13TeV,160
2018-11-12 00:00:00.000000,DAOD,TRUTH,mc15_13TeV,262
2018-11-12 00:00:00.000000,DAOD,MUON,data15_13TeV,6
2018-11-12 00:00:00.000000,DAOD,SUSY,mc16_13TeV,4486
2018-11-12 00:00:00.000000,DAOD,EXOT,mc15_13TeV,3
2018-11-12 00:00:00.000000,DAOD,TOPQ,data15_13TeV,12
2018-11-12 00:00:00.000000,HITS,,mc15_13TeV,2
2018-11-12 00:00:00.000000,DAOD,SUSY,data15_13TeV,480
2018-11-12 00:00:00.000000,DAOD,RPVLL,data18_13TeV,19
2018-11-12 00:00:00.000000,DAOD,EXOT,data17_13TeV,887
2018-11-12 00:00:00.000000,DAOD,BPHY,data17_13TeV,319
2018-11-12 00:00:00.000000,DAOD,STDM,data17_13TeV,21
2018-11-12 00:00:00.000000,DAOD,STDM,mc16_13TeV,753
2018-11-12 00:00:00.000000,DAOD,ZMUMU,data18_13TeV,10
2018-11-12 00:00:00.000000,DAOD,IDTIDE,data18_13TeV,11
2018-11-12 00:00:00.000000,DAOD,MUON,data17_13TeV,216
2018-11-12 00:00:00.000000,DAOD,STDM,mc15_13TeV,22
2018-11-12 00:00:00.000000,DAOD,JETM,data18_13TeV,355
2018-11-12 00:00:00.000000,TXT,,mc15_13TeV,30
2018-11-12 00:00:00.000000,DAOD,EXOT,data18_13TeV,775
2018-11-12 00:00:00.000000,DAOD,SUSY,mc15_13TeV,6
2018-11-12 00:00:00.000000,DAOD,TRUTH,mc15_14TeV,33
2018-11-12 00:00:00.000000,DAOD,TOPQ,data16_13TeV,15
2018-11-12 00:00:00.000000,DAOD,RPVLL,data17_13TeV,12
2018-11-12 00:00:00.000000,DAOD,FTAG,mc16_13TeV,276
2018-11-12 00:00:00.000000,DAOD,EGAM,mc16_13TeV,136
2018-11-12 00:00:00.000000,DAOD,EGAM,data17_13TeV,53
2018-11-12 00:00:00.000000,ESD,,mc15_14TeV,2
2018-11-12 00:00:00.000000,DAOD,MUON,data18_13TeV,260
2018-11-12 00:00:00.000000,DAOD,ZMUMU,data16_13TeV,1
2018-11-12 00:00:00.000000,DAOD,HION,data15_hi,94
2018-11-12 00:00:00.000000,DAOD,EXOT,mc16_13TeV,4143
2018-11-12 00:00:00.000000,DAOD,TOPQ,mc16_13TeV,1373
2018-11-12 00:00:00.000000,NTUP,SMWZ,mc12_8TeV,14
2018-11-12 00:00:00.000000,DAOD,EXOT,data15_13TeV,1035
2018-11-12 00:00:00.000000,DAOD,TRUTH,mc16_13TeV,6
2018-11-12 00:00:00.000000,DAOD,TAUP,data17_13TeV,184
2018-11-12 00:00:00.000000,DAOD,BPHY,mc16_13TeV,1
2018-11-12 00:00:00.000000,DAOD,EGAM,data16_13TeV,189
2018-11-12 00:00:00.000000,DAOD,IDTIDE,data15_13TeV,1
2018-11-12 00:00:00.000000,DESDM,ALLCELLS,data17_13TeV,1
2018-11-12 00:00:00.000000,DAOD,BPHY,data16_13TeV,1
2018-11-12 00:00:00.000000,RDO,,mc15_13TeV,1223
2018-11-12 00:00:00.000000,DAOD,FTAG,data15_13TeV,18
2018-11-12 00:00:00.000000,DAOD,SUSY,data16_13TeV,666
2018-11-12 00:00:00.000000,DAOD,BPHY,data18_13TeV,3
2018-11-19 00:00:00.000000,ESD,,mc16_13TeV,1
2018-11-19 00:00:00.000000,DAOD,FTAG,data18_13TeV,242
2018-11-19 00:00:00.000000,DAOD,RPVLL,mc16_13TeV,81
2018-11-19 00:00:00.000000,DAOD,TRUTH,mc15_14TeV,30
2018-11-19 00:00:00.000000,ESD,,mc15_14TeV,5
2018-11-19 00:00:00.000000,DAOD,SUSY,data18_13TeV,644
2018-11-19 00:00:00.000000,DAOD,EXOT,data15_13TeV,392
2018-11-19 00:00:00.000000,DAOD,SUSY,data17_13TeV,280
2018-11-19 00:00:00.000000,AOD,,mc16_13TeV,563
2018-11-19 00:00:00.000000,DAOD,FTAG,data15_13TeV,8
2018-11-19 00:00:00.000000,DAOD,STDM,data16_13TeV,144
2018-11-19 00:00:00.000000,DAOD,BPHY,data18_13TeV,5
2018-11-19 00:00:00.000000,DAOD,TAUP,data17_13TeV,2
2018-11-19 00:00:00.000000,DAOD,ZMUMU,data16_13TeV,1
2018-11-19 00:00:00.000000,DAOD,TOPQ,data17_13TeV,42
2018-11-19 00:00:00.000000,ESD,,data16_13TeV,12
2018-11-19 00:00:00.000000,DAOD,TOPQ,mc16_13TeV,1899
2018-11-19 00:00:00.000000,DAOD,EGAM,mc15_13TeV,1
2018-11-19 00:00:00.000000,DAOD,TRUTH,mc15_13TeV,22
2018-11-19 00:00:00.000000,DAOD,IDTIDE,mc16_13TeV,22
2018-11-19 00:00:00.000000,DAOD,TOPQ,mc15_13TeV,7
2018-11-19 00:00:00.000000,DAOD,EXOT,data17_13TeV,617
2018-11-19 00:00:00.000000,DAOD,HION,data15_hi,6
2018-11-19 00:00:00.000000,DAOD,BPHY,data16_13TeV,1
2018-11-19 00:00:00.000000,EVNT,,mc15_5TeV,2
2018-11-19 00:00:00.000000,DESDM,EXOTHIP,data17_13TeV,1
2018-11-19 00:00:00.000000,DAOD,HIGGD,data17_13TeV,869
2018-11-19 00:00:00.000000,DAOD,RPVLL,data15_13TeV,2
2018-11-19 00:00:00.000000,,,data15_13TeV,3
2018-11-19 00:00:00.000000,DAOD,EXOT,mc16_13TeV,3856
2018-11-19 00:00:00.000000,DAOD,EGAM,data16_13TeV,783
2018-11-19 00:00:00.000000,DAOD,RPVLL,data16_13TeV,6
2018-11-19 00:00:00.000000,DAOD,BPHY,data17_13TeV,23
2018-11-19 00:00:00.000000,AOD,,mc16_valid,7
2018-11-19 00:00:00.000000,RDO,FTK,mc16_13TeV,233
2018-11-19 00:00:00.000000,DAOD,TOPQ,data15_13TeV,82
2018-11-19 00:00:00.000000,ESD,,data18_13TeV,60
2018-11-19 00:00:00.000000,DAOD,STDM,data15_13TeV,102
2018-11-19 00:00:00.000000,AOD,,mc12_8TeV,2
2018-11-19 00:00:00.000000,DAOD,HIGGD,mc15_13TeV,63
2018-11-19 00:00:00.000000,DAOD,RPVLL,data17_13TeV,18
2018-11-19 00:00:00.000000,AOD,,mc15_5TeV,4
2018-11-19 00:00:00.000000,DAOD,STDM,mc16_13TeV,1526
2018-11-19 00:00:00.000000,DAOD,TOPQ,data18_13TeV,42
2018-11-19 00:00:00.000000,AOD,,mc15_13TeV,22
2018-11-19 00:00:00.000000,DAOD,JETM,data15_13TeV,12
2018-11-19 00:00:00.000000,DAOD,ZMUMU,data18_13TeV,33
2018-11-19 00:00:00.000000,DAOD,MUON,mc16_13TeV,2
2018-11-19 00:00:00.000000,DAOD,IDPIXLUMI,data18_13TeV,1
2018-11-19 00:00:00.000000,DAOD,SUSY,mc16_13TeV,3350
2018-11-19 00:00:00.000000,DAOD,HIGGD,data18_13TeV,639
2018-11-19 00:00:00.000000,EVNT,,mc15_13TeV,25
2018-11-19 00:00:00.000000,DAOD,EGAM,data15_13TeV,363
2018-11-19 00:00:00.000000,AOD,,data17_5TeV,3
2018-11-19 00:00:00.000000,DAOD,EGAM,mc16_13TeV,96
2018-11-19 00:00:00.000000,DAOD,EGAM,data17_13TeV,397
2018-11-19 00:00:00.000000,DAOD,JETM,data17_13TeV,437
2018-11-19 00:00:00.000000,TXT,,mc15_13TeV,33
2018-11-19 00:00:00.000000,RDO,,mc16_13TeV,158
2018-11-19 00:00:00.000000,DAOD,MUON,data18_13TeV,4
2018-11-19 00:00:00.000000,DAOD,FTAG,data16_13TeV,188
2018-11-19 00:00:00.000000,DAOD,EGAM,data18_13TeV,349
2018-11-19 00:00:00.000000,NTUP,SMWZ,mc12_8TeV,6
2018-11-19 00:00:00.000000,DAOD,TAUP,mc16_13TeV,103
2018-11-19 00:00:00.000000,AOD,,data15_hi,57
2018-11-19 00:00:00.000000,DAOD,FTAG,data17_13TeV,15
2018-11-19 00:00:00.000000,RDO,,mc15_13TeV,1214
2018-11-19 00:00:00.000000,DAOD,TOPQ,data16_13TeV,171
2018-11-19 00:00:00.000000,DAOD,TAUP,data18_13TeV,229
2018-11-19 00:00:00.000000,EVNT,,mc16_13TeV,30
2018-11-19 00:00:00.000000,DAOD,IDTIDE,data17_13TeV,14
2018-11-19 00:00:00.000000,DESDM,ALLCELLS,data17_13TeV,1
2018-11-19 00:00:00.000000,HITS,,mc15_14TeV,5
2018-11-19 00:00:00.000000,DAOD,EXOT,data16_13TeV,1003
2018-11-19 00:00:00.000000,DAOD,STDM,data18_13TeV,442
2018-11-19 00:00:00.000000,AOD,,data18_13TeV,100
2018-11-19 00:00:00.000000,AOD,,mc15_14TeV,54
2018-11-19 00:00:00.000000,DAOD,JETM,data18_13TeV,10
2018-11-19 00:00:00.000000,DAOD,STDM,data17_13TeV,263
2018-11-19 00:00:00.000000,DAOD,HIGGD,mc16_13TeV,3064
2018-11-19 00:00:00.000000,AOD,,data17_13TeV,84
2018-11-19 00:00:00.000000,DAOD,SUSY,mc15_13TeV,91
2018-11-19 00:00:00.000000,DAOD,IDTIDE,data16_13TeV,155
2018-11-19 00:00:00.000000,DAOD,RPVLL,mc15_13TeV,1
2018-11-19 00:00:00.000000,DAOD,JETM,data16_13TeV,34
2018-11-19 00:00:00.000000,DAOD,EXOT,mc15_13TeV,9
2018-11-19 00:00:00.000000,AOD,,data16_13TeV,71
2018-11-19 00:00:00.000000,DAOD,HIGGD,data16_13TeV,683
2018-11-19 00:00:00.000000,DAOD,EXOT,data18_13TeV,941
2018-11-19 00:00:00.000000,RDO,,mc15_14TeV,2
2018-11-19 00:00:00.000000,DAOD,RPVLL,data18_13TeV,5
2018-11-19 00:00:00.000000,DAOD,FTAG,mc16_13TeV,305
2018-11-19 00:00:00.000000,DAOD,SUSY,data15_13TeV,106
2018-11-19 00:00:00.000000,ESD,,data17_13TeV,16
2018-11-19 00:00:00.000000,HITS,,mc16_13TeV,1
2018-11-19 00:00:00.000000,AOD,,mc11_7TeV,2
2018-11-19 00:00:00.000000,DAOD,SUSY,data16_13TeV,722
2018-11-19 00:00:00.000000,DAOD,IDTIDE,data18_13TeV,263
2018-11-19 00:00:00.000000,DAOD,STDM,mc15_13TeV,156
2018-11-19 00:00:00.000000,AOD,,data15_13TeV,30
2018-11-19 00:00:00.000000,DAOD,HIGGD,data15_13TeV,312
2018-11-19 00:00:00.000000,DAOD,JETM,mc16_13TeV,576
2018-11-19 00:00:00.000000,DAOD,IDNCB,data16_13TeV,69
2018-11-19 00:00:00.000000,,,data18_13TeV,6
2018-11-19 00:00:00.000000,AOD,,data18_hi,435
2018-11-19 00:00:00.000000,NTUP,COMMON,mc12_8TeV,1
2018-11-19 00:00:00.000000,DAOD,IDPIXLUMI,data18_900GeV,3
2018-11-26 00:00:00.000000,AOD,,mc16_13TeV,214
2018-11-26 00:00:00.000000,AOD,,mc12_7TeV,3
2018-11-26 00:00:00.000000,DAOD,MUON,mc16_13TeV,2
2018-11-26 00:00:00.000000,DRAW,EGZ,data16_13TeV,74
2018-11-26 00:00:00.000000,AOD,,data18_hi,633
2018-11-26 00:00:00.000000,DAOD,EGAM,data15_13TeV,28
2018-11-26 00:00:00.000000,DAOD,HIGGD,data17_13TeV,639
2018-11-26 00:00:00.000000,DAOD,HIGGD,data15_13TeV,399
2018-11-26 00:00:00.000000,DAOD,EXOT,data18_13TeV,442
2018-11-26 00:00:00.000000,DAOD,RPVLL,data17_13TeV,3
2018-11-26 00:00:00.000000,DAOD,JETM,data18_13TeV,8
2018-11-26 00:00:00.000000,AOD,,mc15_pPb8TeV,15
